Word,Year,Round,Part_of_Speech,Language,Times_Used,Years_Since_Last_Used,Num_Syllables,Word_Length,Reduplication,Error
witloof,2009,3,noun,Germanic,1,0,2,7,1,0
yarrow,1996,3,noun,Germanic,1,0,2,6,1,0
Yiddishkeit,2001,4,noun,Germanic,1,0,3,11,1,0
zwitterion,2016,4,noun,Germanic,1,0,3,10,1,0
abendmusik,2016,2,noun,Germanic,1,0,3,10,0,0
ablaut,2016,2,noun,Germanic,1,0,2,6,0,0
abnegation,1999,2,noun,Germanic,1,0,4,10,0,1
abstinence,1996,2,noun,Germanic,1,0,3,10,0,0
acetone,2011,3,noun,Germanic,1,0,3,7,0,0
acolyte,1998,3,noun,Germanic,1,0,3,7,0,0
adieu,2016,2,noun,Germanic,1,0,2,5,0,0
advocate,1997,2,noun,Germanic,1,0,3,8,0,0
aktograph,1997,5,noun,Germanic,1,0,3,9,0,1
alabaster,1998,2,noun,Germanic,1,0,4,9,0,0
alchemy,2011,3,noun,Germanic,1,0,3,7,0,0
alderman,2015,2,noun,Germanic,1,0,3,8,0,0
algorism,2006,3,noun,Germanic,1,0,3,8,0,0
algorithm,2010,2,noun,Germanic,1,0,3,9,0,0
alkali,2010,2,noun,Germanic,1,0,3,6,0,0
almagest,2004,6,noun,Germanic,1,0,3,8,0,0
almoner,1998,3,noun,Germanic,1,0,3,7,0,1
alopecia,1997,1,noun,Germanic,1,0,4,8,0,0
amethyst,2007,3,noun,Germanic,1,0,3,8,0,0
amethysts,1997,1,noun,Germanic,1,0,3,9,0,0
amice,2001,5,noun,Germanic,1,0,2,5,0,0
angst,2015,2,noun,Germanic,1,0,1,5,0,0
animism,2017,3,noun,Germanic,1,0,3,7,0,0
animosity,2015,2,noun,Germanic,1,0,5,9,0,0
antigen,1996,2,noun,Germanic,1,0,3,7,0,1
antimony,1998,3,noun,Germanic,1,0,4,8,0,1
antinomy,2002,3,noun,Germanic,1,0,4,8,0,1
anvil,2015,2,noun,Germanic,1,0,2,5,0,0
apartheid,2003,4,noun,Germanic,1,0,2,9,0,0
aperture,2001,2,noun,Germanic,1,0,3,8,0,0
apocalypse,2011,3,noun,Germanic,1,0,3,10,0,0
apoplexy,2001,1,noun,Germanic,1,0,3,8,0,1
apostasy,2015,3,noun,Germanic,1,0,3,8,0,1
apothecary,1996,3,noun,Germanic,1,0,3,10,0,0
archangel,1996,2,noun,Germanic,1,0,3,9,0,0
armature,1999,3,noun,Germanic,1,0,3,8,0,0
arsedine,2010,4,noun,Germanic,1,0,3,8,0,0
article,2007,2,noun,Germanic,1,0,3,7,0,0
athanor,2012,5,noun,Germanic,1,0,3,7,0,1
Aufgabe,2010,5,noun,Germanic,1,0,3,7,0,1
auk,1999,3,noun,Germanic,1,0,1,3,0,1
auncel,2013,9,noun,Germanic,1,0,2,6,0,0
auslaut,2007,6,noun,Germanic,1,0,2,7,0,0
austausch,2001,1,noun,Germanic,1,0,2,9,0,0
autobahn,1997,1,noun,Germanic,1,0,3,8,0,0
autumn,2007,2,noun,Germanic,1,0,2,6,0,0
avarice,1997,3,noun,Germanic,1,0,3,7,0,0
avoirdupois,1996,6,noun,Germanic,1,0,4,11,0,0
azimuth,2009,3,noun,Germanic,1,0,3,7,0,0
azure,2015,2,noun,Germanic,1,0,2,5,0,0
backfisch,2015,8,noun,Germanic,1,0,2,9,0,0
backstein,2013,2,noun,Germanic,1,0,2,9,0,0
bailey,1999,3,noun,Germanic,1,0,2,6,0,0
bailiwick,2000,4,noun,Germanic,1,0,3,9,0,1
balderdash,1996,2,noun,Germanic,1,0,3,10,0,0
Bandkeramik,2017,17,noun,Germanic,1,0,4,11,0,0
barnacle,1998,2,noun,Germanic,1,0,3,8,0,1
barouche,1999,5,noun,Germanic,1,0,2,8,0,1
bartizan,2005,2,noun,Germanic,1,0,3,8,0,0
basilisk,2012,2,noun,Germanic,1,0,3,8,0,0
beadle,1998,5,noun,Germanic,1,0,2,6,0,1
benedicite,2006,2,noun,Germanic,1,0,5,10,0,0
benison,1998,1,noun,Germanic,1,0,3,7,0,1
bequeathal,1996,3,noun,Germanic,1,0,3,10,0,0
bergschrund,2004,2,noun,Germanic,1,0,2,11,0,0
besom,2002,5,noun,Germanic,1,0,2,5,0,0
betony,2003,11,noun,Germanic,1,0,3,6,0,1
bialy,2001,1,noun,Germanic,1,0,2,5,0,0
bildungsroman,1999,1,noun,Germanic,1,0,4,13,0,1
bishopric,2001,3,noun,Germanic,1,0,3,9,0,0
blancmange,2009,8,noun,Germanic,1,0,2,10,0,0
blatherskite,2017,2,noun,Germanic,1,0,3,12,0,0
blitzkrieg,2000,1,noun,Germanic,1,0,2,10,0,0
bockwurst,2008,2,noun,Germanic,1,0,2,9,0,0
bodkin,2001,3,noun,Germanic,1,0,2,6,0,0
bohemian,1996,2,noun,Germanic,1,0,4,8,0,0
bonspiel,2006,4,noun,Germanic,1,0,2,8,0,1
borax,2015,2,noun,Germanic,1,0,2,5,0,0
bowery,2015,2,noun,Germanic,1,0,2,6,0,0
Boyg,2005,2,noun,Germanic,1,0,1,4,0,0
braunschweiger,1999,4,noun,Germanic,1,0,3,14,0,0
brevet,2002,4,noun,Germanic,1,0,2,6,0,1
Briton,2010,2,noun,Germanic,1,0,2,6,0,0
brodequin,2009,3,noun,Germanic,1,0,3,9,0,0
brogue,2016,3,noun,Germanic,1,0,1,6,0,0
bruisewort,2013,3,noun,Germanic,1,0,2,10,0,0
bruit,1997,10,noun,Germanic,1,0,1,5,0,0
Bundestag,2010,5,noun,Germanic,1,0,3,9,0,0
byrnie,2003,6,noun,Germanic,1,0,2,6,0,1
cadence,2017,3,noun,Germanic,1,0,2,7,0,0
calamander,1996,4,noun,Germanic,1,0,4,10,0,1
calamity,1996,2,noun,Germanic,1,0,4,8,0,0
calumny,2010,2,noun,Germanic,1,0,3,7,0,0
cameist,1996,3,noun,Germanic,1,0,2,7,0,1
cameline,1999,1,noun,Germanic,1,0,3,8,0,0
camphor,2000,3,noun,Germanic,1,0,2,7,0,0
Candlemas,2017,3,noun,Germanic,1,0,3,9,0,0
cantle,2000,1,noun,Germanic,1,0,2,6,0,0
Capricorn,2015,2,noun,Germanic,1,0,3,9,0,0
caprifig,2010,5,noun,Germanic,1,0,3,8,0,1
carbuncle,2010,2,noun,Germanic,1,0,3,9,0,0
cartilage,1999,2,noun,Germanic,1,0,3,9,0,0
catalepsy,1998,1,noun,Germanic,1,0,4,9,0,0
catechumen,1999,1,noun,Germanic,1,0,4,10,0,0
catholicon,2017,2,noun,Germanic,1,0,4,10,0,0
ceiling,2007,2,noun,Germanic,1,0,2,7,0,0
ceinture,2005,2,noun,Germanic,1,0,2,8,0,0
celature,1996,5,noun,Germanic,1,0,3,8,0,1
centaur,1997,2,noun,Germanic,1,0,2,7,0,0
centurion,1997,2,noun,Germanic,1,0,4,9,0,0
cerastes,2015,7,noun,Germanic,1,0,3,8,0,1
certificate,2009,2,noun,Germanic,1,0,4,11,0,0
certiorari,2003,10,noun,Germanic,1,0,4,10,0,0
certitude,1997,2,noun,Germanic,1,0,3,9,0,1
chalice,2001,2,noun,Germanic,1,0,2,7,0,0
chamberlain,1998,1,noun,Germanic,1,0,3,11,0,1
chancel,1998,2,noun,Germanic,1,0,2,7,0,0
chancery,1998,3,noun,Germanic,1,0,2,8,0,0
charnel,1996,4,noun,Germanic,1,0,2,7,0,1
chasuble,1999,1,noun,Germanic,1,0,3,8,0,0
chemise,1997,1,noun,Germanic,1,0,2,7,0,1
chervil,2006,4,noun,Germanic,1,0,2,7,0,1
chisel,2009,2,noun,Germanic,1,0,2,6,0,0
chivalry,2009,2,noun,Germanic,1,0,3,8,0,0
cholent,2008,5,noun,Germanic,1,0,2,7,0,1
chrismatory,1998,4,noun,Germanic,1,0,4,11,0,0
Christendom,2016,3,noun,Germanic,1,0,3,11,0,0
chrysolite,2016,3,noun,Germanic,1,0,3,10,0,1
chrysoprase,2008,5,noun,Germanic,1,0,3,11,0,1
cinque,2006,2,noun,Germanic,1,0,2,6,0,0
cistern,2000,3,noun,Germanic,1,0,2,7,0,0
cleat,2007,2,noun,Germanic,1,0,1,5,0,0
clerisy,1997,1,noun,Germanic,1,0,3,7,0,0
clevis,2007,5,noun,Germanic,1,0,2,6,0,1
coadjutor,1996,2,noun,Germanic,1,0,4,9,0,1
cobalt,2015,2,noun,Germanic,1,0,2,6,0,0
codicil,1998,3,noun,Germanic,1,0,3,7,0,1
cointise,2001,1,noun,Germanic,1,0,2,8,0,0
complement,1996,2,noun,Germanic,1,0,3,10,0,0
compromise,2007,2,noun,Germanic,1,0,3,10,0,0
compulsion,1997,2,noun,Germanic,1,0,3,10,0,1
compunction,2001,2,noun,Germanic,1,0,3,11,0,0
conch,1998,2,noun,Germanic,1,0,1,5,0,0
condiment,1996,2,noun,Germanic,1,0,3,9,0,0
conduit,2000,3,noun,Germanic,1,0,2,7,0,0
constraint,1997,2,noun,Germanic,1,0,2,10,0,0
consuetude,1998,3,noun,Germanic,1,0,3,10,0,1
contagion,2001,2,noun,Germanic,1,0,3,9,0,0
contrariety,1999,3,noun,Germanic,1,0,4,11,0,1
contumacy,1998,3,noun,Germanic,1,0,4,9,0,0
contumely,1998,1,noun,Germanic,1,0,3,9,0,0
contusion,2009,2,noun,Germanic,1,0,3,9,0,0
coriander,2010,2,noun,Germanic,1,0,4,9,0,0
cormorant,2000,4,noun,Germanic,1,0,3,9,0,0
corpsbruder,2014,16,noun,Germanic,1,0,3,11,0,1
counsel,1997,2,noun,Germanic,1,0,2,7,0,0
countenance,2010,2,noun,Germanic,1,0,3,11,0,0
cowardice,2009,2,noun,Germanic,1,0,3,9,0,0
crapaud,2013,13,noun,Germanic,1,0,2,7,0,0
credo,1996,2,noun,Germanic,1,0,2,5,0,0
crocus,2009,2,noun,Germanic,1,0,2,6,0,0
curtilage,1999,6,noun,Germanic,1,0,3,9,0,1
custard,2009,2,noun,Germanic,1,0,2,7,0,0
cygnet,1999,3,noun,Germanic,1,0,2,6,0,0
dachshund,2001,3,noun,Germanic,1,0,2,9,0,0
dais,1997,3,noun,Germanic,1,0,2,4,0,0
damson,2015,3,noun,Germanic,1,0,2,6,0,1
dauerlauf,2009,6,noun,Germanic,1,0,3,9,0,0
dearth,2000,3,noun,Germanic,1,0,1,6,0,1
debenture,1996,3,noun,Germanic,1,0,3,9,0,0
declination,1997,2,noun,Germanic,1,0,4,11,0,1
decretal,2009,3,noun,Germanic,1,0,3,8,0,0
dedimus,2006,2,noun,Germanic,1,0,3,7,0,0
defeasance,2008,2,noun,Germanic,1,0,3,10,0,1
defervescence,1999,1,noun,Germanic,1,0,4,13,0,0
dehnstufe,2013,12,noun,Germanic,1,0,3,9,0,0
delegate,2009,2,noun,Germanic,1,0,3,8,0,0
deluge,2010,2,noun,Germanic,1,0,2,6,0,1
demantoid,2012,2,noun,Germanic,1,0,3,9,0,0
demesne,2000,1,noun,Germanic,1,0,2,7,0,0
denier,1996,7,noun,Germanic,1,0,3,6,0,1
dentifrice,1999,1,noun,Germanic,1,0,3,10,0,0
destrier,2000,1,noun,Germanic,1,0,2,8,0,0
desuetude,1996,5,noun,Germanic,1,0,3,9,0,1
devoir,2011,4,noun,Germanic,1,0,2,6,0,0
diadem,1998,1,noun,Germanic,1,0,3,6,0,0
diapason,1997,4,noun,Germanic,1,0,4,8,0,0
diktat,2003,6,noun,Germanic,1,0,2,6,0,0
dimity,2017,4,noun,Germanic,1,0,3,6,0,1
diocese,1999,3,noun,Germanic,1,0,3,7,0,1
diphthong,2000,2,noun,Germanic,1,0,2,9,0,0
dirndl,1999,4,noun,Germanic,1,0,2,6,0,1
distelfink,2012,8,noun,Germanic,1,0,3,10,0,0
dominion,2017,3,noun,Germanic,1,0,3,8,0,0
dormitory,2009,2,noun,Germanic,1,0,4,9,0,0
dowlas,2003,1,noun,Germanic,1,0,2,6,0,0
dragoman,2010,3,noun,Germanic,1,0,3,8,0,0
dreidel,2001,1,noun,Germanic,1,0,2,7,0,0
dreikanter,2011,6,noun,Germanic,1,0,3,10,0,0
drone,1996,2,noun,Germanic,1,0,1,5,0,0
duchy,1997,3,noun,Germanic,1,0,2,5,0,0
dudgeon,1999,4,noun,Germanic,1,0,2,7,0,0
duplicity,1999,2,noun,Germanic,1,0,4,9,0,0
earnest,2009,2,noun,Germanic,1,0,2,7,0,0
eclipse,2007,2,noun,Germanic,1,0,2,7,0,0
eclogue,1999,1,noun,Germanic,1,0,2,7,0,0
edifice,2008,2,noun,Germanic,1,0,3,7,0,0
eglantine,2003,1,noun,Germanic,1,0,3,9,0,1
eiderdown,1999,3,noun,Germanic,1,0,3,9,0,1
eigenvalue,1999,1,noun,Germanic,1,0,4,10,0,0
einkanter,2003,7,noun,Germanic,1,0,3,9,0,0
einkorn,2003,1,noun,Germanic,1,0,2,7,0,0
elixir,2015,2,noun,Germanic,1,0,2,6,0,0
elocution,2008,2,noun,Germanic,1,0,4,9,0,1
embracery,2011,2,noun,Germanic,1,0,3,9,0,0
embrocation,1997,4,noun,Germanic,1,0,4,11,0,0
emery,2008,2,noun,Germanic,1,0,2,5,0,1
emolument,2002,1,noun,Germanic,1,0,3,9,0,1
emperor,2007,2,noun,Germanic,1,0,3,7,0,0
enmity,1997,2,noun,Germanic,1,0,3,6,0,0
enzyme,1999,2,noun,Germanic,1,0,2,6,0,0
epicycle,1997,2,noun,Germanic,1,0,3,8,0,0
epigram,2008,2,noun,Germanic,1,0,3,7,0,0
epiphany,2015,2,noun,Germanic,1,0,3,8,0,0
ermine,2014,3,noun,Germanic,1,0,2,6,0,0
escheator,2003,3,noun,Germanic,1,0,3,9,0,1
esne,2001,1,noun,Germanic,1,0,2,4,0,0
etymology,2000,2,noun,Germanic,1,0,5,9,0,0
Eucharist,2003,1,noun,Germanic,1,0,3,9,0,0
eulogy,2015,2,noun,Germanic,1,0,3,6,0,0
euphroe,2017,11,noun,Germanic,1,0,2,7,0,0
ewer,2012,2,noun,Germanic,1,0,2,4,0,0
excise,2015,2,noun,Germanic,1,0,2,6,0,0
exemplar,2012,2,noun,Germanic,1,0,3,8,0,0
fackeltanz,2009,11,noun,Germanic,1,0,3,10,0,1
faculty,2009,2,noun,Germanic,1,0,3,7,0,0
famulus,2010,3,noun,Germanic,1,0,3,7,0,0
fanon,2005,2,noun,Germanic,1,0,2,5,0,0
faubourg,2017,7,noun,Germanic,1,0,2,8,0,0
fealty,2012,2,noun,Germanic,1,0,3,6,0,0
feldspar,2015,2,noun,Germanic,1,0,2,8,0,0
fenster,2001,3,noun,Germanic,1,0,2,7,0,1
feretory,2002,6,noun,Germanic,1,0,4,8,0,0
festschrift,1999,5,noun,Germanic,1,0,2,11,0,0
fete,2000,4,noun,Germanic,1,0,1,4,0,1
fidelity,2000,2,noun,Germanic,1,0,4,8,0,0
filbert,2017,3,noun,Germanic,1,0,2,7,0,0
firmament,1997,2,noun,Germanic,1,0,3,9,0,0
firth,2012,2,noun,Germanic,1,0,1,5,0,0
fjeld,2012,5,noun,Germanic,1,0,1,5,0,0
flagon,2000,4,noun,Germanic,1,0,2,6,0,0
florin,1998,4,noun,Germanic,1,0,2,6,0,1
flysch,2001,1,noun,Germanic,1,0,1,6,0,0
forage,2012,2,noun,Germanic,1,0,2,6,0,0
forbearance,1996,3,noun,Germanic,1,0,3,11,0,1
formenkreis,2006,9,noun,Germanic,1,0,3,11,0,0
frankincense,1997,1,noun,Germanic,1,0,3,12,0,0
fraught,1999,2,noun,Germanic,1,0,1,7,0,0
frieze,2003,3,noun,Germanic,1,0,1,6,0,1
fugleman,2012,2,noun,Germanic,1,0,3,8,0,0
furlong,2015,2,noun,Germanic,1,0,2,7,0,0
furlough,2014,2,noun,Germanic,1,0,2,8,0,0
fustian,1998,4,noun,Germanic,1,0,2,7,0,1
galanterie,2009,3,noun,Germanic,1,0,4,10,0,1
galaxy,2009,2,noun,Germanic,1,0,2,6,0,0
gargoyle,2006,3,noun,Germanic,1,0,2,8,0,0
gasthaus,2017,2,noun,Germanic,1,0,2,8,0,0
gauleiter,2003,5,noun,Germanic,1,0,3,9,0,0
gauntlet,2016,3,noun,Germanic,1,0,2,8,0,0
gavel,2009,2,noun,Germanic,1,0,2,5,0,0
gavelkind,2009,3,noun,Germanic,1,0,3,9,0,0
geige,2016,2,noun,Germanic,1,0,2,5,0,0
gemeinschaft,2014,15,noun,Germanic,1,0,3,12,0,0
gemshorn,2003,6,noun,Germanic,1,0,2,8,0,0
gentian,2014,3,noun,Germanic,1,0,2,7,0,0
Gesamtkunstwerk,2015,3,noun,Germanic,1,0,4,15,0,0
gesith,2017,31,noun,Germanic,1,0,2,6,0,0
gestalt,2004,2,noun,Germanic,1,0,2,7,0,0
gestapo,2001,2,noun,Germanic,1,0,3,7,0,0
gesture,2007,2,noun,Germanic,1,0,2,7,0,0
gimbal,2001,4,noun,Germanic,1,0,2,6,0,1
gisarme,2006,2,noun,Germanic,1,0,2,7,0,1
Gleichschaltung,2012,6,noun,Germanic,1,0,3,15,0,0
glima,2005,2,noun,Germanic,1,0,2,5,0,0
glockenspiel,2002,1,noun,Germanic,1,0,3,12,0,0
gorget,1999,1,noun,Germanic,1,0,2,6,0,1
gorse,1998,1,noun,Germanic,1,0,1,5,0,0
gosling,2000,2,noun,Germanic,1,0,2,7,0,0
gouge,1999,2,noun,Germanic,1,0,1,5,0,0
gout,1997,2,noun,Germanic,1,0,1,4,0,0
graupel,1998,1,noun,Germanic,1,0,2,7,0,1
grobian,1996,5,noun,Germanic,1,0,3,7,0,0
gruel,1997,2,noun,Germanic,1,0,2,5,0,0
gudgeon,2010,2,noun,Germanic,1,0,2,7,0,0
guerdon,2008,16,noun,Germanic,1,0,2,7,0,0
guilder,2015,2,noun,Germanic,1,0,2,7,0,1
gules,2005,2,noun,Germanic,1,0,1,5,0,0
gulosity,2000,1,noun,Germanic,1,0,4,8,0,0
haberdasher,2015,3,noun,Germanic,1,0,4,11,0,0
halcyon,2014,3,noun,Germanic,1,0,3,7,0,0
halibut,2009,2,noun,Germanic,1,0,3,7,0,1
halogen,2009,2,noun,Germanic,1,0,3,7,0,1
hambo,2002,1,noun,Germanic,1,0,2,5,0,1
Hanswurst,2015,6,noun,Germanic,1,0,2,9,0,0
harfang,2013,3,noun,Germanic,1,0,2,7,0,0
hauberk,1999,5,noun,Germanic,1,0,2,7,0,1
hausfrau,2014,3,noun,Germanic,1,0,2,8,0,0
Havarti,1998,3,noun,Germanic,1,0,3,7,0,1
havoc,2009,2,noun,Germanic,1,0,2,5,0,0
hawser,2001,3,noun,Germanic,1,0,2,6,0,1
heifer,2010,2,noun,Germanic,1,0,2,6,0,0
heiligenschein,2006,11,noun,Germanic,1,0,4,14,0,1
heldentenor,2004,7,noun,Germanic,1,0,4,11,0,1
helzel,2007,7,noun,Germanic,1,0,2,6,0,0
henotheism,2010,3,noun,Germanic,1,0,3,10,0,0
hereditament,2005,6,noun,Germanic,1,0,5,12,0,0
heresy,2000,3,noun,Germanic,1,0,3,6,0,0
hexerei,2014,9,noun,Germanic,1,0,3,7,0,0
hierarchy,1998,1,noun,Germanic,1,0,4,9,0,0
holocaust,1996,3,noun,Germanic,1,0,3,9,0,0
homage,1999,2,noun,Germanic,1,0,2,6,0,0
homicide,2009,2,noun,Germanic,1,0,3,8,0,0
homily,1996,2,noun,Germanic,1,0,3,6,0,1
horizon,2009,2,noun,Germanic,1,0,3,7,0,0
hostage,2009,2,noun,Germanic,1,0,2,7,0,0
hoyden,2001,3,noun,Germanic,1,0,2,6,0,1
humerus,2017,2,noun,Germanic,1,0,3,7,0,0
humoresque,2016,3,noun,Germanic,1,0,3,10,0,0
hyoscyamine,2015,3,noun,Germanic,1,0,5,11,0,0
hypocrisy,1997,2,noun,Germanic,1,0,4,9,0,1
ichneumon,1999,1,noun,Germanic,1,0,3,9,0,1
ignimbrite,2013,5,noun,Germanic,1,0,3,10,0,1
implement,2015,2,noun,Germanic,1,0,3,9,0,0
incendiary,2000,3,noun,Germanic,1,0,4,10,0,0
increment,1996,2,noun,Germanic,1,0,3,9,0,0
iniquity,2001,2,noun,Germanic,1,0,4,8,0,0
inquietude,2017,3,noun,Germanic,1,0,3,10,0,0
inquisition,2017,3,noun,Germanic,1,0,4,11,0,0
inselberg,1999,5,noun,Germanic,1,0,3,9,0,0
intarsia,2006,4,noun,Germanic,1,0,3,8,0,0
interstice,1997,1,noun,Germanic,1,0,3,10,0,0
introit,2006,3,noun,Germanic,1,0,2,7,0,0
inulin,2016,3,noun,Germanic,1,0,3,6,0,0
Israelite,2001,2,noun,Germanic,1,0,4,9,0,0
jackanapes,2011,2,noun,Germanic,1,0,3,10,0,0
Jacobin,2014,3,noun,Germanic,1,0,3,7,0,1
jacopever,2016,4,noun,Germanic,1,0,4,9,0,1
jambeau,2013,3,noun,Germanic,1,0,2,7,0,0
jargon,2000,2,noun,Germanic,1,0,2,6,0,0
jaundice,2004,3,noun,Germanic,1,0,2,8,0,0
javelin,2010,2,noun,Germanic,1,0,3,7,0,0
jong,2012,2,noun,Germanic,1,0,1,4,0,0
journal,2009,2,noun,Germanic,1,0,2,7,0,0
Jugendstil,2011,17,noun,Germanic,1,0,3,10,0,1
junket,1999,2,noun,Germanic,1,0,2,6,0,0
jurisdiction,1998,2,noun,Germanic,1,0,4,12,0,0
kailyard,2012,2,noun,Germanic,1,0,2,8,0,0
kanone,2006,16,noun,Germanic,1,0,3,6,0,0
kerf,1999,5,noun,Germanic,1,0,1,4,0,0
kestrel,1999,3,noun,Germanic,1,0,2,7,0,1
kevel,2004,2,noun,Germanic,1,0,2,5,0,0
kichel,2009,5,noun,Germanic,1,0,2,6,0,0
kilderkin,2001,3,noun,Germanic,1,0,3,9,0,1
kipfel,2006,2,noun,Germanic,1,0,2,6,0,0
kirsch,1996,5,noun,Germanic,1,0,1,6,0,1
kirtle,1999,10,noun,Germanic,1,0,2,6,0,1
kishke,2000,6,noun,Germanic,1,0,2,6,0,1
kitsch,2000,1,noun,Germanic,1,0,1,6,0,0
klipspringer,1997,1,noun,Germanic,1,0,3,12,0,0
knaidel,2006,8,noun,Germanic,1,0,2,7,0,0
kobold,2012,3,noun,Germanic,1,0,2,6,0,0
kohlrabi,1998,4,noun,Germanic,1,0,3,8,0,1
konditorei,2003,1,noun,Germanic,1,0,4,10,0,1
kratogen,2003,6,noun,Germanic,1,0,3,8,0,0
kriegspiel,2001,1,noun,Germanic,1,0,2,10,0,0
kuchen,2004,2,noun,Germanic,1,0,2,6,0,0
Kulturkampf,2008,13,noun,Germanic,1,0,3,11,0,0
kulturkreis,2014,11,noun,Germanic,1,0,3,11,0,0
laches,2006,2,noun,Germanic,1,0,2,6,0,0
lamia,2004,5,noun,Germanic,1,0,2,5,0,0
lamprey,2001,2,noun,Germanic,1,0,2,7,0,0
langlauf,2003,1,noun,Germanic,1,0,2,8,0,0
larceny,1996,2,noun,Germanic,1,0,3,7,0,0
laurel,2009,2,noun,Germanic,1,0,2,6,0,0
lavation,1996,3,noun,Germanic,1,0,3,8,0,0
lavatory,2009,2,noun,Germanic,1,0,4,8,0,0
lavender,2009,2,noun,Germanic,1,0,3,8,0,1
leaven,2009,2,noun,Germanic,1,0,2,6,0,0
lebensraum,2003,1,noun,Germanic,1,0,3,10,0,1
leberwurst,2005,2,noun,Germanic,1,0,3,10,0,0
lebkuchen,2002,1,noun,Germanic,1,0,3,9,0,0
lecture,2009,2,noun,Germanic,1,0,2,7,0,0
lefse,2003,8,noun,Germanic,1,0,2,5,0,1
legerdemain,1998,1,noun,Germanic,1,0,4,11,0,0
leister,2005,2,noun,Germanic,1,0,2,7,0,1
lemel,2008,10,noun,Germanic,1,0,2,5,0,0
leopard,2009,2,noun,Germanic,1,0,2,7,0,0
leprosy,2005,3,noun,Germanic,1,0,3,7,0,0
lethargy,2000,2,noun,Germanic,1,0,3,8,0,0
levade,2001,1,noun,Germanic,1,0,2,6,0,0
leveret,1996,5,noun,Germanic,1,0,3,7,0,1
leviathan,2016,2,noun,Germanic,1,0,4,9,0,0
lieu,1997,3,noun,Germanic,1,0,1,4,0,0
lieutenant,2010,2,noun,Germanic,1,0,3,10,0,0
ligament,2016,3,noun,Germanic,1,0,3,8,0,0
ligature,2010,2,noun,Germanic,1,0,3,8,0,0
Limburger,2012,2,noun,Germanic,1,0,3,9,0,0
limpet,2012,3,noun,Germanic,1,0,2,6,0,0
linden,2015,2,noun,Germanic,1,0,2,6,0,0
liniment,1997,3,noun,Germanic,1,0,3,8,0,1
lintel,1999,4,noun,Germanic,1,0,2,6,0,0
Liptauer,2011,6,noun,Germanic,1,0,3,8,0,0
liquefaction,1997,3,noun,Germanic,1,0,4,12,0,1
litany,2012,2,noun,Germanic,1,0,3,6,0,0
longanimity,1997,3,noun,Germanic,1,0,5,11,0,0
longitude,2009,2,noun,Germanic,1,0,3,9,0,0
Lorelei,2003,5,noun,Germanic,1,0,3,7,0,1
lorimer,2010,5,noun,Germanic,1,0,3,7,0,1
Lubavitcher,2004,7,noun,Germanic,1,0,4,11,0,1
lucre,2000,4,noun,Germanic,1,0,2,5,0,1
luftmensch,2000,6,noun,Germanic,1,0,2,10,0,0
lyre,2008,2,noun,Germanic,1,0,1,4,0,0
machtpolitik,2009,5,noun,Germanic,1,0,4,12,0,0
maelstrom,1997,1,noun,Germanic,1,0,2,9,0,0
magistrate,2009,2,noun,Germanic,1,0,3,10,0,0
magnate,2001,2,noun,Germanic,1,0,2,7,0,0
maintenance,2007,2,noun,Germanic,1,0,3,11,0,0
malachite,2001,4,noun,Germanic,1,0,3,9,0,1
malison,2000,5,noun,Germanic,1,0,3,7,0,1
manciple,2010,2,noun,Germanic,1,0,3,8,0,0
mangonel,2003,1,noun,Germanic,1,0,3,8,0,0
mansuetude,2001,1,noun,Germanic,1,0,3,10,0,0
manticore,2011,3,noun,Germanic,1,0,3,9,0,1
marcasite,2003,3,noun,Germanic,1,0,3,9,0,1
mare,1997,3,noun,Germanic,1,0,2,4,0,1
mariner,2009,2,noun,Germanic,1,0,3,7,0,0
marmoset,2007,3,noun,Germanic,1,0,3,8,0,0
marzipan,2002,1,noun,Germanic,1,0,3,8,0,0
matrimony,2001,2,noun,Germanic,1,0,4,9,0,0
mausoleum,2007,3,noun,Germanic,1,0,4,9,0,0
Meistersinger,1999,1,noun,Germanic,1,0,4,13,0,0
melancholy,2015,2,noun,Germanic,1,0,3,10,0,0
melilot,2016,18,noun,Germanic,1,0,3,7,0,0
mercaptan,2001,4,noun,Germanic,1,0,3,9,0,0
mercenary,1999,3,noun,Germanic,1,0,3,9,0,0
merchandise,2017,3,noun,Germanic,1,0,3,11,0,0
meridian,2006,3,noun,Germanic,1,0,4,8,0,0
mesentery,2002,3,noun,Germanic,1,0,3,9,0,0
Michaelmas,2013,3,noun,Germanic,1,0,3,10,0,0
Mischsprache,2016,37,noun,Germanic,1,0,3,12,0,1
misnomer,1998,2,noun,Germanic,1,0,3,8,0,0
misprision,1998,1,noun,Germanic,1,0,3,10,0,0
mistletoe,2013,2,noun,Germanic,1,0,3,9,0,0
moiety,2001,1,noun,Germanic,1,0,3,6,0,0
monastery,2001,2,noun,Germanic,1,0,3,9,0,0
monoceros,2006,4,noun,Germanic,1,0,4,9,0,1
muesli,2005,5,noun,Germanic,1,0,2,6,0,1
muishond,2010,3,noun,Germanic,1,0,2,8,0,1
murenger,1999,1,noun,Germanic,1,0,3,8,0,0
muscle,2007,2,noun,Germanic,1,0,2,6,0,0
myrmidon,1997,11,noun,Germanic,1,0,3,8,0,0
nachschlag,2011,6,noun,Germanic,1,0,2,10,0,1
nachtmusik,2004,4,noun,Germanic,1,0,3,10,0,0
nadir,1998,1,noun,Germanic,1,0,2,5,0,1
nagelfluh,2016,5,noun,Germanic,1,0,3,9,0,0
